"new.names";"old.names"
"RO240R_R2.fastq.gz";"RO2-40R_R2.fastq.gz"
"RO241D_R1.fastq.gz";"RO2-41D_R1.fastq.gz"
"RO241D_R2.fastq.gz";"RO2-41D_R2.fastq.gz"
"RO241R_R1.fastq.gz";"RO2-41R_R1.fastq.gz"
"RO241R_R2.fastq.gz";"RO2-41R_R2.fastq.gz"
"RO242D_R1.fastq.gz";"RO2-42D_R1.fastq.gz"
"RO242D_R2.fastq.gz";"RO2-42D_R2.fastq.gz"
"RO242R_R1.fastq.gz";"RO2-42R_R1.fastq.gz"
"RO242R_R2.fastq.gz";"RO2-42R_R2.fastq.gz"
"RO243D_R1.fastq.gz";"RO2-43D_R1.fastq.gz"
"RO243D_R2.fastq.gz";"RO2-43D_R2.fastq.gz"
"RO243R_R1.fastq.gz";"RO2-43R_R1.fastq.gz"
"RO243R_R2.fastq.gz";"RO2-43R_R2.fastq.gz"
"RO244D_R1.fastq.gz";"RO2-44D_R1.fastq.gz"
"RO244D_R2.fastq.gz";"RO2-44D_R2.fastq.gz"
"RO245D_R1.fastq.gz";"RO2-45D_R1.fastq.gz"
"RO245D_R2.fastq.gz";"RO2-45D_R2.fastq.gz"
"RO245R_R1.fastq.gz";"RO2-45R_R1.fastq.gz"
"RO245R_R2.fastq.gz";"RO2-45R_R2.fastq.gz"
"RO246D_R1.fastq.gz";"RO2-46_R1.fastq.gz"
"RO246D_R2.fastq.gz";"RO2-46_R2.fastq.gz"
"RO246R_R1.fastq.gz";"RO2-46R_R1.fastq.gz"
"RO246R_R2.fastq.gz";"RO2-46R_R2.fastq.gz"
"RO247D_R1.fastq.gz";"RO2-47_R1.fastq.gz"
"RO247D_R2.fastq.gz";"RO2-47_R2.fastq.gz"
"RO247R_R1.fastq.gz";"RO2-47R_R1.fastq.gz"
"RO247R_R2.fastq.gz";"RO2-47R_R2.fastq.gz"
"RO248D_R1.fastq.gz";"RO2-48_R1.fastq.gz"
"RO248D_R2.fastq.gz";"RO2-48_R2.fastq.gz"
"RO248R_R1.fastq.gz";"RO2-48R_R1.fastq.gz"
"RO248R_R2.fastq.gz";"RO2-48R_R2.fastq.gz"
"RO249D_R1.fastq.gz";"RO2-49_R1.fastq.gz"
"RO249D_R2.fastq.gz";"RO2-49_R2.fastq.gz"
"RO249R_R1.fastq.gz";"RO2-49R_R1.fastq.gz"
"RO249R_R2.fastq.gz";"RO2-49R_R2.fastq.gz"
"RO250D_R1.fastq.gz";"RO2-50_R1.fastq.gz"
"RO250D_R2.fastq.gz";"RO2-50_R2.fastq.gz"
"RO250R_R1.fastq.gz";"RO2-50R_R1.fastq.gz"
"RO250R_R2.fastq.gz";"RO2-50R_R2.fastq.gz"
"RO251D_R1.fastq.gz";"RO2-51_R1.fastq.gz"
"RO251D_R2.fastq.gz";"RO2-51_R2.fastq.gz"
"RO251R_R1.fastq.gz";"RO2-51R_R1.fastq.gz"
"RO251R_R2.fastq.gz";"RO2-51R_R2.fastq.gz"
"RO252D_R1.fastq.gz";"RO2-52_R1.fastq.gz"
"RO252D_R2.fastq.gz";"RO2-52_R2.fastq.gz"
"RO253D_R1.fastq.gz";"RO2-53_R1.fastq.gz"
"RO253D_R2.fastq.gz";"RO2-53_R2.fastq.gz"
"RO254R_R1.fastq.gz";"RO2-54R_R1.fastq.gz"
"RO254R_R2.fastq.gz";"RO2-54R_R2.fastq.gz"
"RO255D_R1.fastq.gz";"RO2-55_R1.fastq.gz"
"RO255D_R2.fastq.gz";"RO2-55_R2.fastq.gz"
"RO255R_R1.fastq.gz";"RO2-55R_R1.fastq.gz"
"RO255R_R2.fastq.gz";"RO2-55R_R2.fastq.gz"
"RO256D_R1.fastq.gz";"RO2-56_R1.fastq.gz"
"RO256D_R2.fastq.gz";"RO2-56_R2.fastq.gz"
"RO256R_R1.fastq.gz";"RO2-56R_R1.fastq.gz"
"RO256R_R2.fastq.gz";"RO2-56R_R2.fastq.gz"
"RO257D_R1.fastq.gz";"RO2-57_R1.fastq.gz"
"RO257D_R2.fastq.gz";"RO2-57_R2.fastq.gz"
"RO257R_R1.fastq.gz";"RO2-57R_R1.fastq.gz"
"RO257R_R2.fastq.gz";"RO2-57R_R2.fastq.gz"
"RO261D_R1.fastq.gz";"RO2-61D_R1.fastq.gz"
"RO261D_R2.fastq.gz";"RO2-61D_R2.fastq.gz"
"RO2100D_R1.fastq.gz";"RO2100D_R1.fastq.gz"
"RO2100D_R2.fastq.gz";"RO2100D_R2.fastq.gz"
"RO2100R_R1.fastq.gz";"RO2100R_R1.fastq.gz"
"RO2100R_R2.fastq.gz";"RO2100R_R2.fastq.gz"
"RO2102D_R1.fastq.gz";"RO2102D_R1.fastq.gz"
"RO2102D_R2.fastq.gz";"RO2102D_R2.fastq.gz"
"RO2102R_R1.fastq.gz";"RO2102R_R1.fastq.gz"
"RO2102R_R2.fastq.gz";"RO2102R_R2.fastq.gz"
"RO2104D_R1.fastq.gz";"RO2104D_R1.fastq.gz"
"RO2104D_R2.fastq.gz";"RO2104D_R2.fastq.gz"
"RO2104R_R1.fastq.gz";"RO2104R_R1.fastq.gz"
"RO2104R_R2.fastq.gz";"RO2104R_R2.fastq.gz"
"RO2108D_R1.fastq.gz";"RO2108D_R1.fastq.gz"
"RO2108D_R2.fastq.gz";"RO2108D_R2.fastq.gz"
"RO2108R_R1.fastq.gz";"RO2108R_R1.fastq.gz"
"RO2108R_R2.fastq.gz";"RO2108R_R2.fastq.gz"
"RO2110D_R1.fastq.gz";"RO2110D_R1.fastq.gz"
"RO2110D_R2.fastq.gz";"RO2110D_R2.fastq.gz"
"RO2110R_R1.fastq.gz";"RO2110R_R1.fastq.gz"
"RO2110R_R2.fastq.gz";"RO2110R_R2.fastq.gz"
"RO211140mD_R1.fastq.gz";"RO2111.40mD_R1.fastq.gz"
"RO211140mD_R2.fastq.gz";"RO2111.40mD_R2.fastq.gz"
"RO211140mR_R1.fastq.gz";"RO2111.40mR_R1.fastq.gz"
"RO211140mR_R2.fastq.gz";"RO2111.40mR_R2.fastq.gz"
"RO211160mD_R1.fastq.gz";"RO2111.60mD_R1.fastq.gz"
"RO211160mD_R2.fastq.gz";"RO2111.60mD_R2.fastq.gz"
"RO211190mR_R1.fastq.gz";"RO2111.90mR_R1.fastq.gz"
"RO211190mR_R2.fastq.gz";"RO2111.90mR_R2.fastq.gz"
"RO2111D_R1.fastq.gz";"RO2111D_R1.fastq.gz"
"RO2111D_R2.fastq.gz";"RO2111D_R2.fastq.gz"
"RO2111R_R1.fastq.gz";"RO2111R_R1.fastq.gz"
"RO2111R_R2.fastq.gz";"RO2111R_R2.fastq.gz"
"RO2113D_R1.fastq.gz";"RO2113D_R1.fastq.gz"
"RO2113D_R2.fastq.gz";"RO2113D_R2.fastq.gz"
"RO2113R_R1.fastq.gz";"RO2113R_R1.fastq.gz"
"RO2113R_R2.fastq.gz";"RO2113R_R2.fastq.gz"
"RO2117D_R1.fastq.gz";"RO2117D_R1.fastq.gz"
"RO2117D_R2.fastq.gz";"RO2117D_R2.fastq.gz"
"RO2117R_R1.fastq.gz";"RO2117R_R1.fastq.gz"
"RO2117R_R2.fastq.gz";"RO2117R_R2.fastq.gz"
"RO2118D_R1.fastq.gz";"RO2118D_R1.fastq.gz"
"RO2118D_R2.fastq.gz";"RO2118D_R2.fastq.gz"
"RO2118R_R1.fastq.gz";"RO2118R_R1.fastq.gz"
"RO2118R_R2.fastq.gz";"RO2118R_R2.fastq.gz"
"RO2119D_R1.fastq.gz";"RO2119D_R1.fastq.gz"
"RO2119D_R2.fastq.gz";"RO2119D_R2.fastq.gz"
"RO2119R_R1.fastq.gz";"RO2119R_R1.fastq.gz"
"RO2119R_R2.fastq.gz";"RO2119R_R2.fastq.gz"
"RO2120D_R1.fastq.gz";"RO2120D_R1.fastq.gz"
"RO2120D_R2.fastq.gz";"RO2120D_R2.fastq.gz"
"RO2120R_R1.fastq.gz";"RO2120R_R1.fastq.gz"
"RO2120R_R2.fastq.gz";"RO2120R_R2.fastq.gz"
"RO2122D_R1.fastq.gz";"RO2122D_R1.fastq.gz"
"RO2122D_R2.fastq.gz";"RO2122D_R2.fastq.gz"
"RO2122R_R1.fastq.gz";"RO2122R_R1.fastq.gz"
"RO2122R_R2.fastq.gz";"RO2122R_R2.fastq.gz"
"RO2124HypoD_R1.fastq.gz";"RO2124.HypoD_R1.fastq.gz"
"RO2124HypoD_R2.fastq.gz";"RO2124.HypoD_R2.fastq.gz"
"RO2124HypoR_R1.fastq.gz";"RO2124.HypoR_R1.fastq.gz"
"RO2124HypoR_R2.fastq.gz";"RO2124.HypoR_R2.fastq.gz"
"RO2124D_R1.fastq.gz";"RO2124D_R1.fastq.gz"
"RO2124D_R2.fastq.gz";"RO2124D_R2.fastq.gz"
"RO2124R_R1.fastq.gz";"RO2124R_R1.fastq.gz"
"RO2124R_R2.fastq.gz";"RO2124R_R2.fastq.gz"
"RO21269mD_R1.fastq.gz";"RO2126.9mD_R1.fastq.gz"
"RO21269mD_R2.fastq.gz";"RO2126.9mD_R2.fastq.gz"
"RO21269mR_R1.fastq.gz";"RO2126.9mR_R1.fastq.gz"
"RO21269mR_R2.fastq.gz";"RO2126.9mR_R2.fastq.gz"
"RO2126HypoD_R1.fastq.gz";"RO2126.HypoD_R1.fastq.gz"
"RO2126HypoD_R2.fastq.gz";"RO2126.HypoD_R2.fastq.gz"
"RO2126HypoR_R1.fastq.gz";"RO2126.HypoR_R1.fastq.gz"
"RO2126HypoR_R2.fastq.gz";"RO2126.HypoR_R2.fastq.gz"
"RO2126D_R1.fastq.gz";"RO2126D_R1.fastq.gz"
"RO2126D_R2.fastq.gz";"RO2126D_R2.fastq.gz"
"RO2126R_R1.fastq.gz";"RO2126R_R1.fastq.gz"
"RO2126R_R2.fastq.gz";"RO2126R_R2.fastq.gz"
"RO2132D_R1.fastq.gz";"RO2132D_R1.fastq.gz"
"RO2132D_R2.fastq.gz";"RO2132D_R2.fastq.gz"
"RO2132R_R1.fastq.gz";"RO2132R_R1.fastq.gz"
"RO2132R_R2.fastq.gz";"RO2132R_R2.fastq.gz"
"RO297D_R1.fastq.gz";"RO297D_R1.fastq.gz"
"RO297D_R2.fastq.gz";"RO297D_R2.fastq.gz"
"RO297R_R1.fastq.gz";"RO297R_R1.fastq.gz"
"RO297R_R2.fastq.gz";"RO297R_R2.fastq.gz"
"RO2987mD_R1.fastq.gz";"RO298.7mD_R1.fastq.gz"
"RO2987mD_R2.fastq.gz";"RO298.7mD_R2.fastq.gz"
"RO2987mR_R1.fastq.gz";"RO298.7mR_R1.fastq.gz"
"RO2987mR_R2.fastq.gz";"RO298.7mR_R2.fastq.gz"
"RO298D_R1.fastq.gz";"RO298D_R1.fastq.gz"
"RO298D_R2.fastq.gz";"RO298D_R2.fastq.gz"
"RO298R_R1.fastq.gz";"RO298R_R1.fastq.gz"
"RO298R_R2.fastq.gz";"RO298R_R2.fastq.gz"
"RO252R_R1.fastq.gz";"RO2R52R_R1.fastq.gz"
"RO252R_R2.fastq.gz";"RO2R52R_R2.fastq.gz"
"RO301HypoR_R1.fastq.gz";"RO301.HypoR_R1.fastq.gz"
"RO301HypoR_R2.fastq.gz";"RO301.HypoR_R2.fastq.gz"
"RO301R_R1.fastq.gz";"RO301R_R1.fastq.gz"
"RO301R_R2.fastq.gz";"RO301R_R2.fastq.gz"
"RO304R_R1.fastq.gz";"RO304R_R1.fastq.gz"
"RO304R_R2.fastq.gz";"RO304R_R2.fastq.gz"
"RO307R_R1.fastq.gz";"RO307R_R1.fastq.gz"
"RO307R_R2.fastq.gz";"RO307R_R2.fastq.gz"
"RO31HypoD_R1.fastq.gz";"RO31.HypoD_R1.fastq.gz"
"RO31HypoD_R2.fastq.gz";"RO31.HypoD_R2.fastq.gz"
"RO312D_R1.fastq.gz";"RO312D_R1.fastq.gz"
"RO312D_R2.fastq.gz";"RO312D_R2.fastq.gz"
"RO312R_R1.fastq.gz";"RO312R_R1.fastq.gz"
"RO312R_R2.fastq.gz";"RO312R_R2.fastq.gz"
"RO316D_R1.fastq.gz";"RO316D_R1.fastq.gz"
"RO316D_R2.fastq.gz";"RO316D_R2.fastq.gz"
"RO316R_R1.fastq.gz";"RO316R_R1.fastq.gz"
"RO316R_R2.fastq.gz";"RO316R_R2.fastq.gz"
"RO317D_R1.fastq.gz";"RO317D_R1.fastq.gz"
"RO317D_R2.fastq.gz";"RO317D_R2.fastq.gz"
"RO317R_R1.fastq.gz";"RO317R_R1.fastq.gz"
"RO317R_R2.fastq.gz";"RO317R_R2.fastq.gz"
"RO318HypoD_R1.fastq.gz";"RO318.HypoD_R1.fastq.gz"
"RO318HypoD_R2.fastq.gz";"RO318.HypoD_R2.fastq.gz"
"RO318HypoR_R1.fastq.gz";"RO318.HypoR_R1.fastq.gz"
"RO318HypoR_R2.fastq.gz";"RO318.HypoR_R2.fastq.gz"
"RO318D_R1.fastq.gz";"RO318D_R1.fastq.gz"
"RO318D_R2.fastq.gz";"RO318D_R2.fastq.gz"
"RO318R_R1.fastq.gz";"RO318R_R1.fastq.gz"
"RO318R_R2.fastq.gz";"RO318R_R2.fastq.gz"
"RO31D_R1.fastq.gz";"RO31D_R1.fastq.gz"
"RO31D_R2.fastq.gz";"RO31D_R2.fastq.gz"
"RO34D_R1.fastq.gz";"RO34D_R1.fastq.gz"
"RO34D_R2.fastq.gz";"RO34D_R2.fastq.gz"
"RO37D_R1.fastq.gz";"RO37D_R1.fastq.gz"
"RO37D_R2.fastq.gz";"RO37D_R2.fastq.gz"
"S33D_R1.fastq.gz";"S33D_R1.fastq.gz"
"S33D_R2.fastq.gz";"S33D_R2.fastq.gz"
"S33R_R1.fastq.gz";"S33R_R1.fastq.gz"
"S33R_R2.fastq.gz";"S33R_R2.fastq.gz"
"S34D_R1.fastq.gz";"S34D_R1.fastq.gz"
"S34D_R2.fastq.gz";"S34D_R2.fastq.gz"
"S34R_R1.fastq.gz";"S34R_R1.fastq.gz"
"S34R_R2.fastq.gz";"S34R_R2.fastq.gz"
"S35D_R1.fastq.gz";"S35D_R1.fastq.gz"
"S35D_R2.fastq.gz";"S35D_R2.fastq.gz"
"S35R_R1.fastq.gz";"S35R_R1.fastq.gz"
"S35R_R2.fastq.gz";"S35R_R2.fastq.gz"
"S36D_R1.fastq.gz";"S36D_R1.fastq.gz"
"S36D_R2.fastq.gz";"S36D_R2.fastq.gz"
"S36R_R1.fastq.gz";"S36R_R1.fastq.gz"
"S36R_R2.fastq.gz";"S36R_R2.fastq.gz"
"S37D_R1.fastq.gz";"S37D_R1.fastq.gz"
"S37D_R2.fastq.gz";"S37D_R2.fastq.gz"
"S37R_R1.fastq.gz";"S37R_R1.fastq.gz"
"S37R_R2.fastq.gz";"S37R_R2.fastq.gz"
"S39D_R1.fastq.gz";"S39D_R1.fastq.gz"
"S39D_R2.fastq.gz";"S39D_R2.fastq.gz"
"S39R_R1.fastq.gz";"S39R_R1.fastq.gz"
"S39R_R2.fastq.gz";"S39R_R2.fastq.gz"
"S40D_R1.fastq.gz";"S40D_R1.fastq.gz"
"S40D_R2.fastq.gz";"S40D_R2.fastq.gz"
"S40R_R1.fastq.gz";"S40R_R1.fastq.gz"
"S40R_R2.fastq.gz";"S40R_R2.fastq.gz"
"S42D_R1.fastq.gz";"S42D_R1.fastq.gz"
"S42D_R2.fastq.gz";"S42D_R2.fastq.gz"
"S42R_R1.fastq.gz";"S42R_R1.fastq.gz"
"S42R_R2.fastq.gz";"S42R_R2.fastq.gz"
"SW24D_R1.fastq.gz";"SW24_R1.fastq.gz"
"SW24D_R2.fastq.gz";"SW24_R2.fastq.gz"
"SW24DSeq_R1.fastq.gz";"SW24DSeq_R1.fastq.gz"
"SW24DSeq_R2.fastq.gz";"SW24DSeq_R2.fastq.gz"
"SW24R_R1.fastq.gz";"SW24R_R1.fastq.gz"
"SW24R_R2.fastq.gz";"SW24R_R2.fastq.gz"
"SW26D_R1.fastq.gz";"SW26_R1.fastq.gz"
"SW26D_R2.fastq.gz";"SW26_R2.fastq.gz"
"SW26R_R1.fastq.gz";"SW26R_R1.fastq.gz"
"SW26R_R2.fastq.gz";"SW26R_R2.fastq.gz"
"SW27D_R1.fastq.gz";"SW27D_R1.fastq.gz"
"SW27D_R2.fastq.gz";"SW27D_R2.fastq.gz"
"SW27R_R1.fastq.gz";"SW27R_R1.fastq.gz"
"SW27R_R2.fastq.gz";"SW27R_R2.fastq.gz"
"SW28D_R1.fastq.gz";"SW28D_R1.fastq.gz"
"SW28D_R2.fastq.gz";"SW28D_R2.fastq.gz"
"SW28R_R1.fastq.gz";"SW28R_R1.fastq.gz"
"SW28R_R2.fastq.gz";"SW28R_R2.fastq.gz"
"SW30D_R1.fastq.gz";"SW30D_R1.fastq.gz"
"SW30D_R2.fastq.gz";"SW30D_R2.fastq.gz"
"SW30R_R1.fastq.gz";"SW30R_R1.fastq.gz"
"SW30R_R2.fastq.gz";"SW30R_R2.fastq.gz"
"SW31D_R1.fastq.gz";"SW31D_R1.fastq.gz"
"SW31D_R2.fastq.gz";"SW31D_R2.fastq.gz"
"SW31R_R1.fastq.gz";"SW31R_R1.fastq.gz"
"SW31R_R2.fastq.gz";"SW31R_R2.fastq.gz"
"SW33D_R1.fastq.gz";"SW33_R1.fastq.gz"
"SW33D_R2.fastq.gz";"SW33_R2.fastq.gz"
"SW33R_R1.fastq.gz";"SW33R_R1.fastq.gz"
"SW33R_R2.fastq.gz";"SW33R_R2.fastq.gz"
"SW34D_R1.fastq.gz";"SW34_R1.fastq.gz"
"SW34D_R2.fastq.gz";"SW34_R2.fastq.gz"
"SW35D_R1.fastq.gz";"SW35_R1.fastq.gz"
"SW35D_R2.fastq.gz";"SW35_R2.fastq.gz"
"SW35DSeq_R1.fastq.gz";"SW35DSeq_R1.fastq.gz"
"SW35DSeq_R2.fastq.gz";"SW35DSeq_R2.fastq.gz"
"SW35R_R1.fastq.gz";"SW35R_R1.fastq.gz"
"SW35R_R2.fastq.gz";"SW35R_R2.fastq.gz"
"SW36D_R1.fastq.gz";"SW36_R1.fastq.gz"
"SW36D_R2.fastq.gz";"SW36_R2.fastq.gz"
"SW36R_R1.fastq.gz";"SW36R_R1.fastq.gz"
"SW36R_R2.fastq.gz";"SW36R_R2.fastq.gz"
"SW37D_R1.fastq.gz";"SW37_R1.fastq.gz"
"SW37D_R2.fastq.gz";"SW37_R2.fastq.gz"
"SW39D_R1.fastq.gz";"SW39_R1.fastq.gz"
"SW39D_R2.fastq.gz";"SW39_R2.fastq.gz"
"SW40D_R1.fastq.gz";"SW40_R1.fastq.gz"
"SW40D_R2.fastq.gz";"SW40_R2.fastq.gz"
"SW40R_R1.fastq.gz";"SW40R_R1.fastq.gz"
"SW40R_R2.fastq.gz";"SW40R_R2.fastq.gz"
"SW42D_R1.fastq.gz";"SW42_R1.fastq.gz"
"SW42D_R2.fastq.gz";"SW42_R2.fastq.gz"
"SW42R_R1.fastq.gz";"SW42R_R1.fastq.gz"
"SW42R_R2.fastq.gz";"SW42R_R2.fastq.gz"
"SW43D_R1.fastq.gz";"SW43_R1.fastq.gz"
"SW43D_R2.fastq.gz";"SW43_R2.fastq.gz"
"SW43R_R1.fastq.gz";"SW43R_R1.fastq.gz"
"SW43R_R2.fastq.gz";"SW43R_R2.fastq.gz"
"SWR34R_R1.fastq.gz";"SWR34R_R1.fastq.gz"
"SWR34R_R2.fastq.gz";"SWR34R_R2.fastq.gz"
"THW1D_R1.fastq.gz";"T-HW1D_R1.fastq.gz"
"THW1D_R2.fastq.gz";"T-HW1D_R2.fastq.gz"
"T47D_R1.fastq.gz";"T47D_R1.fastq.gz"
"T47D_R2.fastq.gz";"T47D_R2.fastq.gz"
"T47R_R1.fastq.gz";"T47R_R1.fastq.gz"
"T47R_R2.fastq.gz";"T47R_R2.fastq.gz"
"T48D_R1.fastq.gz";"T48D_R1.fastq.gz"
"T48D_R2.fastq.gz";"T48D_R2.fastq.gz"
"T48R_R1.fastq.gz";"T48R_R1.fastq.gz"
"T48R_R2.fastq.gz";"T48R_R2.fastq.gz"
"TR49.1D_R1.fastq.gz";"TR49_R1.fastq.gz"
"TR49.1D_R2.fastq.gz";"TR49_R2.fastq.gz"
"TR49.2D_R1.fastq.gz";"TR49D_R1.fastq.gz"
"TR49.2D_R2.fastq.gz";"TR49D_R2.fastq.gz"
"TR49R_R1.fastq.gz";"TR49R_R1.fastq.gz"
"TR49R_R2.fastq.gz";"TR49R_R2.fastq.gz"
"TR56D_R1.fastq.gz";"TR56D_R1.fastq.gz"
"TR56D_R2.fastq.gz";"TR56D_R2.fastq.gz"
"TR56R_R1.fastq.gz";"TR56R_R1.fastq.gz"
"TR56R_R2.fastq.gz";"TR56R_R2.fastq.gz"
"TR57D_R1.fastq.gz";"TR57D_R1.fastq.gz"
"TR57D_R2.fastq.gz";"TR57D_R2.fastq.gz"
"TR57R_R1.fastq.gz";"TR57R_R1.fastq.gz"
"TR57R_R2.fastq.gz";"TR57R_R2.fastq.gz"
